URI,a,b,NAME,c
"http://id.loc.gov/vocabulary/iso639-2/nso","","","Pedi; Sepedi; Northern Sotho","pedi; sepedi; sotho du Nord"
"http://id.loc.gov/vocabulary/iso639-2/nub","","","Nubian languages","nubiennes, langues"
"http://id.loc.gov/vocabulary/iso639-2/nwc","","","Classical Newari; Old Newari; Classical Nepal Bhasa","newari classique"
"http://id.loc.gov/vocabulary/iso639-2/nya","","ny","Chichewa; Chewa; Nyanja","chichewa; chewa; nyanja"
"http://id.loc.gov/vocabulary/iso639-2/nym","","","Nyamwezi","nyamwezi"
"http://id.loc.gov/vocabulary/iso639-2/nyn","","","Nyankole","nyankolé"
"http://id.loc.gov/vocabulary/iso639-2/nyo","","","Nyoro","nyoro"
"http://id.loc.gov/vocabulary/iso639-2/nzi","","","Nzima","nzema"
"http://id.loc.gov/vocabulary/iso639-2/oci","","oc","Occitan (post 1500); Provençal","occitan (après 1500); provençal"
"http://id.loc.gov/vocabulary/iso639-2/oji","","oj","Ojibwa","ojibwa"
"http://id.loc.gov/vocabulary/iso639-2/ori","","or","Oriya","oriya"
"http://id.loc.gov/vocabulary/iso639-2/orm","","om","Oromo","galla"
"http://id.loc.gov/vocabulary/iso639-2/osa","","","Osage","osage"
"http://id.loc.gov/vocabulary/iso639-2/oss","","os","Ossetian; Ossetic","ossète"
"http://id.loc.gov/vocabulary/iso639-2/ota","","","Turkish, Ottoman (1500-1928)","turc ottoman (1500-1928)"
"http://id.loc.gov/vocabulary/iso639-2/oto","","","Otomian languages","otomi, langues"
"http://id.loc.gov/vocabulary/iso639-2/paa","","","Papuan languages","papoues, langues"
"http://id.loc.gov/vocabulary/iso639-2/pag","","","Pangasinan","pangasinan"
"http://id.loc.gov/vocabulary/iso639-2/pal","","","Pahlavi","pahlavi"
"http://id.loc.gov/vocabulary/iso639-2/pam","","","Pampanga; Kapampangan","pampangan"
"http://id.loc.gov/vocabulary/iso639-2/pan","","pa","Panjabi; Punjabi","pendjabi"
"http://id.loc.gov/vocabulary/iso639-2/pap","","","Papiamento","papiamento"
"http://id.loc.gov/vocabulary/iso639-2/pau","","","Palauan","palau"
"http://id.loc.gov/vocabulary/iso639-2/peo","","","Persian, Old (ca.600-400 B.C.)","perse, vieux (ca. 600-400 av. J.-C.)"
"http://id.loc.gov/vocabulary/iso639-2/per","fas","fa","Persian","persan"
"http://id.loc.gov/vocabulary/iso639-2/phi","","","Philippine languages","philippines, langues"
"http://id.loc.gov/vocabulary/iso639-2/phn","","","Phoenician","phénicien"
"http://id.loc.gov/vocabulary/iso639-2/pli","","pi","Pali","pali"
"http://id.loc.gov/vocabulary/iso639-2/pol","","pl","Polish","polonais"
"http://id.loc.gov/vocabulary/iso639-2/pon","","","Pohnpeian","pohnpei"
"http://id.loc.gov/vocabulary/iso639-2/por","","pt","Portuguese","portugais"
"http://id.loc.gov/vocabulary/iso639-2/pra","","","Prakrit languages","prâkrit, langues"
"http://id.loc.gov/vocabulary/iso639-2/pro","","","Provençal, Old (to 1500)","provençal ancien (jusqu'à 1500)"
"http://id.loc.gov/vocabulary/iso639-2/pus","","ps","Pushto; Pashto","pachto"
"http://id.loc.gov/vocabulary/iso639-2/qaa-qtz","","","Reserved for local use","réservée à l'usage local"
"http://id.loc.gov/vocabulary/iso639-2/que","","qu","Quechua","quechua"
"http://id.loc.gov/vocabulary/iso639-2/raj","","","Rajasthani","rajasthani"
"http://id.loc.gov/vocabulary/iso639-2/rap","","","Rapanui","rapanui"
"http://id.loc.gov/vocabulary/iso639-2/rar","","","Rarotongan; Cook Islands Maori","rarotonga; maori des îles Cook"
"http://id.loc.gov/vocabulary/iso639-2/roa","","","Romance languages","romanes, langues"
"http://id.loc.gov/vocabulary/iso639-2/roh","","rm","Romansh","romanche"
"http://id.loc.gov/vocabulary/iso639-2/rom","","","Romany","tsigane"
"http://id.loc.gov/vocabulary/iso639-2/rum","ron","ro","Romanian; Moldavian; Moldovan","roumain; moldave"
"http://id.loc.gov/vocabulary/iso639-2/run","","rn","Rundi","rundi"
"http://id.loc.gov/vocabulary/iso639-2/rup","","","Aromanian; Arumanian; Macedo-Romanian","aroumain; macédo-roumain"
"http://id.loc.gov/vocabulary/iso639-2/rus","","ru","Russian","russe"
"http://id.loc.gov/vocabulary/iso639-2/sad","","","Sandawe","sandawe"
"http://id.loc.gov/vocabulary/iso639-2/sag","","sg","Sango","sango"
"http://id.loc.gov/vocabulary/iso639-2/sah","","","Yakut","iakoute"
"http://id.loc.gov/vocabulary/iso639-2/sai","","","South American Indian (Other)","indiennes d'Amérique du Sud, autres langues"
"http://id.loc.gov/vocabulary/iso639-2/sal","","","Salishan languages","salishennes, langues"
"http://id.loc.gov/vocabulary/iso639-2/sam","","","Samaritan Aramaic","samaritain"
"http://id.loc.gov/vocabulary/iso639-2/san","","sa","Sanskrit","sanskrit"
"http://id.loc.gov/vocabulary/iso639-2/sas","","","Sasak","sasak"
"http://id.loc.gov/vocabulary/iso639-2/sat","","","Santali","santal"
"http://id.loc.gov/vocabulary/iso639-2/scn","","","Sicilian","sicilien"
"http://id.loc.gov/vocabulary/iso639-2/sco","","","Scots","écossais"
"http://id.loc.gov/vocabulary/iso639-2/sel","","","Selkup","selkoupe"
"http://id.loc.gov/vocabulary/iso639-2/sem","","","Semitic languages","sémitiques, langues"
"http://id.loc.gov/vocabulary/iso639-2/sga","","","Irish, Old (to 900)","irlandais ancien (jusqu'à 900)"
"http://id.loc.gov/vocabulary/iso639-2/sgn","","","Sign Languages","langues des signes"
"http://id.loc.gov/vocabulary/iso639-2/shn","","","Shan","chan"
"http://id.loc.gov/vocabulary/iso639-2/sid","","","Sidamo","sidamo"
"http://id.loc.gov/vocabulary/iso639-2/sin","","si","Sinhala; Sinhalese","singhalais"
"http://id.loc.gov/vocabulary/iso639-2/sio","","","Siouan languages","sioux, langues"
"http://id.loc.gov/vocabulary/iso639-2/sit","","","Sino-Tibetan languages","sino-tibétaines, langues"
"http://id.loc.gov/vocabulary/iso639-2/sla","","","Slavic languages","slaves, langues"
"http://id.loc.gov/vocabulary/iso639-2/slo","slk","sk","Slovak","slovaque"
"http://id.loc.gov/vocabulary/iso639-2/slv","","sl","Slovenian","slovène"
"http://id.loc.gov/vocabulary/iso639-2/sma","","","Southern Sami","sami du Sud"
"http://id.loc.gov/vocabulary/iso639-2/sme","","se","Northern Sami","sami du Nord"
"http://id.loc.gov/vocabulary/iso639-2/smi","","","Sami languages","sames, langues"
"http://id.loc.gov/vocabulary/iso639-2/smj","","","Lule Sami","sami de Lule"
"http://id.loc.gov/vocabulary/iso639-2/smn","","","Inari Sami","sami d'Inari"
"http://id.loc.gov/vocabulary/iso639-2/smo","","sm","Samoan","samoan"
"http://id.loc.gov/vocabulary/iso639-2/sms","","","Skolt Sami","sami skolt"
"http://id.loc.gov/vocabulary/iso639-2/sna","","sn","Shona","shona"
"http://id.loc.gov/vocabulary/iso639-2/snd","","sd","Sindhi","sindhi"
"http://id.loc.gov/vocabulary/iso639-2/snk","","","Soninke","soninké"
"http://id.loc.gov/vocabulary/iso639-2/sog","","","Sogdian","sogdien"
"http://id.loc.gov/vocabulary/iso639-2/som","","so","Somali","somali"
"http://id.loc.gov/vocabulary/iso639-2/son","","","Songhai languages","songhai, langues"
"http://id.loc.gov/vocabulary/iso639-2/sot","","st","Sotho, Southern","sotho du Sud"
"http://id.loc.gov/vocabulary/iso639-2/spa","","es","Spanish; Castilian","espagnol; castillan"
"http://id.loc.gov/vocabulary/iso639-2/srd","","sc","Sardinian","sarde"
"http://id.loc.gov/vocabulary/iso639-2/srn","","","Sranan Tongo","sranan tongo"
"http://id.loc.gov/vocabulary/iso639-2/srp","","sr","Serbian","serbe"
"http://id.loc.gov/vocabulary/iso639-2/srr","","","Serer","sérère"
"http://id.loc.gov/vocabulary/iso639-2/ssa","","","Nilo-Saharan languages","nilo-sahariennes, langues"
"http://id.loc.gov/vocabulary/iso639-2/ssw","","ss","Swati","swati"
"http://id.loc.gov/vocabulary/iso639-2/suk","","","Sukuma","sukuma"
"http://id.loc.gov/vocabulary/iso639-2/sun","","su","Sundanese","soundanais"
"http://id.loc.gov/vocabulary/iso639-2/sus","","","Susu","soussou"
"http://id.loc.gov/vocabulary/iso639-2/sux","","","Sumerian","sumérien"
"http://id.loc.gov/vocabulary/iso639-2/swa","","sw","Swahili","swahili"
"http://id.loc.gov/vocabulary/iso639-2/swe","","sv","Swedish","suédois"
"http://id.loc.gov/vocabulary/iso639-2/syc","","","Classical Syriac","syriaque classique"
"http://id.loc.gov/vocabulary/iso639-2/syr","","","Syriac","syriaque"
"http://id.loc.gov/vocabulary/iso639-2/tah","","ty","Tahitian","tahitien"
"http://id.loc.gov/vocabulary/iso639-2/tai","","","Tai languages","tai, langues"
"http://id.loc.gov/vocabulary/iso639-2/tam","","ta","Tamil","tamoul"
"http://id.loc.gov/vocabulary/iso639-2/tat","","tt","Tatar","tatar"
"http://id.loc.gov/vocabulary/iso639-2/tel","","te","Telugu","télougou"
"http://id.loc.gov/vocabulary/iso639-2/tem","","","Timne","temne"
"http://id.loc.gov/vocabulary/iso639-2/ter","","","Tereno","tereno"
"http://id.loc.gov/vocabulary/iso639-2/tet","","","Tetum","tetum"
"http://id.loc.gov/vocabulary/iso639-2/tgk","","tg","Tajik","tadjik"
"http://id.loc.gov/vocabulary/iso639-2/tgl","","tl","Tagalog","tagalog"
"http://id.loc.gov/vocabulary/iso639-2/tha","","th","Thai","thaï"
"http://id.loc.gov/vocabulary/iso639-2/tib","bod","bo","Tibetan","tibétain"
"http://id.loc.gov/vocabulary/iso639-2/tig","","","Tigre","tigré"
"http://id.loc.gov/vocabulary/iso639-2/tir","","ti","Tigrinya","tigrigna"
"http://id.loc.gov/vocabulary/iso639-2/tiv","","","Tiv","tiv"
"http://id.loc.gov/vocabulary/iso639-2/tkl","","","Tokelau","tokelau"
"http://id.loc.gov/vocabulary/iso639-2/tlh","","","Klingon; tlhIngan-Hol","klingon"
"http://id.loc.gov/vocabulary/iso639-2/tli","","","Tlingit","tlingit"
"http://id.loc.gov/vocabulary/iso639-2/tmh","","","Tamashek","tamacheq"
"http://id.loc.gov/vocabulary/iso639-2/tog","","","Tonga (Nyasa)","tonga (Nyasa)"
"http://id.loc.gov/vocabulary/iso639-2/ton","","to","Tonga (Tonga Islands)","tongan (Îles Tonga)"
"http://id.loc.gov/vocabulary/iso639-2/tpi","","","Tok Pisin","tok pisin"
"http://id.loc.gov/vocabulary/iso639-2/tsi","","","Tsimshian","tsimshian"
"http://id.loc.gov/vocabulary/iso639-2/tsn","","tn","Tswana","tswana"
"http://id.loc.gov/vocabulary/iso639-2/tso","","ts","Tsonga","tsonga"
"http://id.loc.gov/vocabulary/iso639-2/tuk","","tk","Turkmen","turkmène"
"http://id.loc.gov/vocabulary/iso639-2/tum","","","Tumbuka","tumbuka"
"http://id.loc.gov/vocabulary/iso639-2/tup","","","Tupi languages","tupi, langues"
"http://id.loc.gov/vocabulary/iso639-2/tur","","tr","Turkish","turc"
"http://id.loc.gov/vocabulary/iso639-2/tut","","","Altaic languages","altaïques, langues"
"http://id.loc.gov/vocabulary/iso639-2/tvl","","","Tuvalu","tuvalu"
"http://id.loc.gov/vocabulary/iso639-2/twi","","tw","Twi","twi"
"http://id.loc.gov/vocabulary/iso639-2/tyv","","","Tuvinian","touva"
"http://id.loc.gov/vocabulary/iso639-2/udm","","","Udmurt","oudmourte"
"http://id.loc.gov/vocabulary/iso639-2/uga","","","Ugaritic","ougaritique"
"http://id.loc.gov/vocabulary/iso639-2/uig","","ug","Uighur; Uyghur","ouïgour"
"http://id.loc.gov/vocabulary/iso639-2/ukr","","uk","Ukrainian","ukrainien"
"http://id.loc.gov/vocabulary/iso639-2/umb","","","Umbundu","umbundu"
"http://id.loc.gov/vocabulary/iso639-2/und","","","Undetermined","indéterminée"
"http://id.loc.gov/vocabulary/iso639-2/urd","","ur","Urdu","ourdou"
"http://id.loc.gov/vocabulary/iso639-2/uzb","","uz","Uzbek","ouszbek"
"http://id.loc.gov/vocabulary/iso639-2/vai","","","Vai","vaï"
"http://id.loc.gov/vocabulary/iso639-2/ven","","ve","Venda","venda"
"http://id.loc.gov/vocabulary/iso639-2/vie","","vi","Vietnamese","vietnamien"
"http://id.loc.gov/vocabulary/iso639-2/vol","","vo","Volapük","volapük"
"http://id.loc.gov/vocabulary/iso639-2/vot","","","Votic","vote"
"http://id.loc.gov/vocabulary/iso639-2/wak","","","Wakashan languages","wakashanes, langues"
"http://id.loc.gov/vocabulary/iso639-2/wal","","","Walamo","walamo"
"http://id.loc.gov/vocabulary/iso639-2/war","","","Waray","waray"
"http://id.loc.gov/vocabulary/iso639-2/was","","","Washo","washo"
"http://id.loc.gov/vocabulary/iso639-2/wel","cym","cy","Welsh","gallois"
"http://id.loc.gov/vocabulary/iso639-2/wen","","","Sorbian languages","sorabes, langues"
"http://id.loc.gov/vocabulary/iso639-2/wln","","wa","Walloon","wallon"
"http://id.loc.gov/vocabulary/iso639-2/wol","","wo","Wolof","wolof"
"http://id.loc.gov/vocabulary/iso639-2/xal","","","Kalmyk; Oirat","kalmouk; oïrat"
"http://id.loc.gov/vocabulary/iso639-2/xho","","xh","Xhosa","xhosa"
"http://id.loc.gov/vocabulary/iso639-2/yao","","","Yao","yao"
"http://id.loc.gov/vocabulary/iso639-2/yap","","","Yapese","yapois"
"http://id.loc.gov/vocabulary/iso639-2/yid","","yi","Yiddish","yiddish"
"http://id.loc.gov/vocabulary/iso639-2/yor","","yo","Yoruba","yoruba"
"http://id.loc.gov/vocabulary/iso639-2/ypk","","","Yupik languages","yupik, langues"
"http://id.loc.gov/vocabulary/iso639-2/zap","","","Zapotec","zapotèque"
"http://id.loc.gov/vocabulary/iso639-2/zbl","","","Blissymbols; Blissymbolics; Bliss","symboles Bliss; Bliss"
"http://id.loc.gov/vocabulary/iso639-2/zen","","","Zenaga","zenaga"
"http://id.loc.gov/vocabulary/iso639-2/zha","","za","Zhuang; Chuang","zhuang; chuang"
"http://id.loc.gov/vocabulary/iso639-2/znd","","","Zande languages","zandé, langues"
"http://id.loc.gov/vocabulary/iso639-2/zul","","zu","Zulu","zoulou"
"http://id.loc.gov/vocabulary/iso639-2/zun","","","Zuni","zuni"
"http://id.loc.gov/vocabulary/iso639-2/zxx","","","No linguistic content; Not applicable","pas de contenu linguistique; non applicable"
"http://id.loc.gov/vocabulary/iso639-2/zza","","","Zaza; Dimili; Dimli; Kirdki; Kirmanjki; Zazaki","zaza; dimili; dimli; kirdki; kirmanjki; zazaki"
